Number,Name,Class,Position,Hometown,Team,Simple.Hometown,Label,Season,Lon,Lat
37,Dominic Garcia,FR,F/W,"Las Vegas, Nevada",Arizona State,las vegas nevada,"Arizona State: 37 Dominic Garcia - Las Vegas, Nevada (FR-F/W)",20172018,-115.1398296,36.1699412
39,Brinson Pasichnuk,SO,D,"Bonnyville, Alberta",Arizona State,bonnyville alberta,"Arizona State: 39 Brinson Pasichnuk - Bonnyville, Alberta (SO-D)",20172018,-110.7200371,54.2681766
44,Joey Raats,JR,D,"Las Vegas, Nevada",Arizona State,las vegas nevada,"Arizona State: 44 Joey Raats - Las Vegas, Nevada (JR-D)",20172018,-115.1398296,36.1699412
2,Dalton MacAfee,JR,D,"Needham, Massachusetts",Army,needham massachusetts,"Army: 02 Dalton MacAfee - Needham, Massachusetts (JR-D)",20172018,-71.23775479999999,42.2809285
5,Joe Shecter,SR,D,"Farmington Hills, Michigan",Army,farmington hills michigan,"Army: 05 Joe Shecter - Farmington Hills, Michigan (SR-D)",20172018,-83.3677168,42.4989936
6,Nick DeCenzo,SR,F,"Hibbing, Minnesota",Army,hibbing minnesota,"Army: 06 Nick DeCenzo - Hibbing, Minnesota (SR-F)",20172018,-92.9376887,47.42715459999999
7,Alex Wilkinson,SO,D,"Raleigh, North Carolina",Army,raleigh north carolina,"Army: 07 Alex Wilkinson - Raleigh, North Carolina (SO-D)",20172018,-78.6381787,35.7795897
8,Bryan Gerstenfeld,SO,D,"Fairfield, Connecticut",Army,fairfield connecticut,"Army: 08 Bryan Gerstenfeld - Fairfield, Connecticut (SO-D)",20172018,-73.2612615,41.1408363
9,Tyler Pham,SR,F,"Fort Collins, Colorado",Army,fort collins colorado,"Army: 09 Tyler Pham - Fort Collins, Colorado (SR-F)",20172018,-105.084423,40.5852602
10,Trevor Fidler,JR,F,"Watertown, Massachusetts",Army,watertown massachusetts,"Army: 10 Trevor Fidler - Watertown, Massachusetts (JR-F)",20172018,-71.1828321,42.3709299
11,Dominic Franco,SO,F,"Portsmouth, Rhode Island",Army,portsmouth rhode island,"Army: 11 Dominic Franco - Portsmouth, Rhode Island (SO-F)",20172018,-71.25032569999999,41.60232449999999
12,Blake Box,SR,D,"Dallas, Texas",Army,dallas texas,"Army: 12 Blake Box - Dallas, Texas (SR-D)",20172018,-96.79698789999999,32.7766642
13,Tucker DeYoung,FR,F,"Lake Bluff, Illinois",Army,lake bluff illinois,"Army: 13 Tucker DeYoung - Lake Bluff, Illinois (FR-F)",20172018,-87.8443151,42.2791365
14,Brendan Soucie,SO,F,"South Dennis, Massachusetts",Army,south dennis massachusetts,"Army: 14 Brendan Soucie - South Dennis, Massachusetts (SO-F)",20172018,-70.1515342,41.7020781
16,Brendan McGuire,SR,F,"Flower Mound, Texas",Army,flower mound texas,"Army: 16 Brendan McGuire - Flower Mound, Texas (SR-F)",20172018,-97.0969552,33.0145673
17,Taylor Maruya,JR,F,"Westchester, California",Army,westchester california,"Army: 17 Taylor Maruya - Westchester, California (JR-F)",20172018,-118.3987842,33.9625905
18,Zach Evancho,SO,F,"Buffalo, New York",Army,buffalo new york,"Army: 18 Zach Evancho - Buffalo, New York (SO-F)",20172018,-78.8783689,42.88644679999999
19,Tipper Higgins,JR,F,"Williston, Vermont",Army,williston vermont,"Army: 19 Tipper Higgins - Williston, Vermont (JR-F)",20172018,-73.099194,44.4454432
20,Conor Andrle,SR,F,"St. Louis Park, Minnesota",Army,st louis park minnesota,"Army: 20 Conor Andrle - St. Louis Park, Minnesota (SR-F)",20172018,-93.3702186,44.9597376
21,John Zimmerman,FR,D,"Arlington, Texas",Army,arlington texas,"Army: 21 John Zimmerman - Arlington, Texas (FR-D)",20172018,-97.10806559999999,32.735687
22,Ian Mansfield,JR,F,"Lakewood, Colorado",Army,lakewood colorado,"Army: 22 Ian Mansfield - Lakewood, Colorado (JR-F)",20172018,-105.0813734,39.7047095
23,Mason Krueger,FR,F,"Bettendorf, Iowa",Army,bettendorf iowa,"Army: 23 Mason Krueger - Bettendorf, Iowa (FR-F)",20172018,-90.48344,41.56084999999999
24,Kevin Dineen,FR,F,"Faribault, Minnesota",Army,faribault minnesota,"Army: 24 Kevin Dineen - Faribault, Minnesota (FR-F)",20172018,-93.268827,44.2949636
25,Nash Worden,JR,D,"Kaysville, Utah",Army,kaysville utah,"Army: 25 Nash Worden - Kaysville, Utah (JR-D)",20172018,-111.9385521,41.0352216
26,Matt Berkovitz,FR,D,"Green Bay, Wisconsin",Army,green bay wisconsin,"Army: 26 Matt Berkovitz - Green Bay, Wisconsin (FR-D)",20172018,-88.0132958,44.5133188
27,Michael Wilson,SO,F,"Fond du Lac, Wisconsin",Army,fond du lac wisconsin,"Army: 27 Michael Wilson - Fond du Lac, Wisconsin (SO-F)",20172018,-88.4470508,43.7730448
28,John Laurito,FR,F,"Johnstown, Rhode Island",Army,johnstown rhode island,"Army: 28 John Laurito - Johnstown, Rhode Island (FR-F)",20172018,-71.51261699999999,41.8205199
29,Mike Preston,SR,D,"Carmel, Indiana",Army,carmel indiana,"Army: 29 Mike Preston - Carmel, Indiana (SR-D)",20172018,-86.1180435,39.978371
30,Cole Bruns,SR,G,"Prairie Grove, Illinois",Army,prairie grove illinois,"Army: 30 Cole Bruns - Prairie Grove, Illinois (SR-G)",20172018,-88.26091840000001,42.2786339
31,Jared Dempsey,FR,G,"Grosse Pointe Farms, Michigan",Army,grosse pointe farms michigan,"Army: 31 Jared Dempsey - Grosse Pointe Farms, Michigan (FR-G)",20172018,-82.8918587,42.4092038
33,Trevin Kozlowski,FR,G,"Valencia, California",Army,valencia california,"Army: 33 Trevin Kozlowski - Valencia, California (FR-G)",20172018,-118.5713823,34.456151
1,Michael Bitzer,SR,G,"Moorhead, Minnesota",Bemidji State,moorhead minnesota,"Bemidji State: 01 Michael Bitzer - Moorhead, Minnesota (SR-G)",20172018,-96.76780389999999,46.8737648
2,Dan Billett,JR,D,"Higlands Ranch, Colorado",Bemidji State,higlands ranch colorado,"Bemidji State: 02 Dan Billett - Higlands Ranch, Colorado (JR-D)",20172018,-104.9739333,39.5480789
3,Tommy Muck,SO,D,"Inver Grove Heights, Minnesota",Bemidji State,inver grove heights minnesota,"Bemidji State: 03 Tommy Muck - Inver Grove Heights, Minnesota (SO-D)",20172018,-93.04271530000001,44.8480218
4,Carter Struthers,SR,D,"Weyburn, Saskatchewan",Bemidji State,weyburn saskatchewan,"Bemidji State: 04 Carter Struthers - Weyburn, Saskatchewan (SR-D)",20172018,-103.8532906,49.6632836
5,Ian Janco,JR,D,"Bloomington, Minnesota",Bemidji State,bloomington minnesota,"Bemidji State: 05 Ian Janco - Bloomington, Minnesota (JR-D)",20172018,-93.2982799,44.840798
6,Jay Dickman,JR,F,"Shoreview, Minnesota",Bemidji State,shoreview minnesota,"Bemidji State: 06 Jay Dickman - Shoreview, Minnesota (JR-F)",20172018,-93.14716670000001,45.0791325
7,T.J. Roo,JR,F,"Champlin, Minnesota",Bemidji State,champlin minnesota,"Bemidji State: 07 T.J. Roo - Champlin, Minnesota (JR-F)",20172018,-93.39745370000001,45.1888539
8,Brendan Harris,FR,F,"Henderson, Nevada",Bemidji State,henderson nevada,"Bemidji State: 08 Brendan Harris - Henderson, Nevada (FR-F)",20172018,-114.9817213,36.0395247
9,Ethan Somoza,FR,F,"Simi Valley, California",Bemidji State,simi valley california,"Bemidji State: 09 Ethan Somoza - Simi Valley, California (FR-F)",20172018,-118.781482,34.2694474
11,Charlie Combs,FR,F,"St. Louis, Missouri",Bemidji State,st louis missouri,"Bemidji State: 11 Charlie Combs - St. Louis, Missouri (FR-F)",20172018,-90.19940419999999,38.6270025
12,Dylan McCrory,SO,F,"Kirkland, Quebec",Bemidji State,kirkland quebec,"Bemidji State: 12 Dylan McCrory - Kirkland, Quebec (SO-F)",20172018,-73.8623337,45.4560415
13,Mike Soucier,JR,F,"Caledon, Ontario",Bemidji State,caledon ontario,"Bemidji State: 13 Mike Soucier - Caledon, Ontario (JR-F)",20172018,-79.87448359999999,43.8363372
14,Kyle Bauman,SR,F,"Apopka, Florida",Bemidji State,apopka florida,"Bemidji State: 14 Kyle Bauman - Apopka, Florida (SR-F)",20172018,-81.5322149,28.6934076
15,Jordan Heller,SR,F,"Bemidji, Minnesota",Bemidji State,bemidji minnesota,"Bemidji State: 15 Jordan Heller - Bemidji, Minnesota (SR-F)",20172018,-94.8826861,47.471573
16,Aaron Miller,FR,F,"Superior, Wisconsin",Bemidji State,superior wisconsin,"Bemidji State: 16 Aaron Miller - Superior, Wisconsin (FR-F)",20172018,-92.10407959999999,46.7207737
18,Brad Johnson,FR,D,"Chesterfield, Missouri",Bemidji State,chesterfield missouri,"Bemidji State: 18 Brad Johnson - Chesterfield, Missouri (FR-D)",20172018,-90.5770675,38.6631083
19,Leo Fitzgerald,SR,F,"Port Alberni, British Columbia",Bemidji State,port alberni british columbia,"Bemidji State: 19 Leo Fitzgerald - Port Alberni, British Columbia (SR-F)",20172018,-124.8055494,49.2338882
20,Dillon Eichstadt,JR,D,"Bemidji, Minnesota",Bemidji State,bemidji minnesota,"Bemidji State: 20 Dillon Eichstadt - Bemidji, Minnesota (JR-D)",20172018,-94.8826861,47.471573
21,Gerry Fitzgerald,SR,F,"Port Alberni, British Columbia",Bemidji State,port alberni british columbia,"Bemidji State: 21 Gerry Fitzgerald - Port Alberni, British Columbia (SR-F)",20172018,-124.8055494,49.2338882
22,Tyler Vold,FR,D,"Andover, Minnesota",Bemidji State,andover minnesota,"Bemidji State: 22 Tyler Vold - Andover, Minnesota (FR-D)",20172018,-93.29134049999999,45.2332984
23,Hampus SjA?dahl,SO,F,"Stockholm, Sweden",Bemidji State,stockholm sweden,"Bemidji State: 23 Hampus SjA?dahl - Stockholm, Sweden (SO-F)",20172018,18.0685808,59.32932349999999
26,Myles Fitzgerald,SR,F,"Port Alberni, British Columbia",Bemidji State,port alberni british columbia,"Bemidji State: 26 Myles Fitzgerald - Port Alberni, British Columbia (SR-F)",20172018,-124.8055494,49.2338882
27,Adam Brady,SO,F,"Delhi, Ontario",Bemidji State,delhi ontario,"Bemidji State: 27 Adam Brady - Delhi, Ontario (SO-F)",20172018,-80.49919539999999,42.8526969
28,Connor Brown-Maloski,FR,F,"Kamloops, British Columbia",Bemidji State,kamloops british columbia,"Bemidji State: 28 Connor Brown-Maloski - Kamloops, British Columbia (FR-F)",20172018,-120.3272675,50.674522
30,Jack Burgart,SO,G,"Fort St. James, British Columbia",Bemidji State,fort st james british columbia,"Bemidji State: 30 Jack Burgart - Fort St. James, British Columbia (SO-G)",20172018,-124.2510474,54.4425721
32,Zach Whitecloud,SO,D,"Brandon, Manitoba",Bemidji State,brandon manitoba,"Bemidji State: 32 Zach Whitecloud - Brandon, Manitoba (SO-D)",20172018,-99.9500904,49.848471
35,Henry Johnson,FR,G,"Minneapolis, Minnesota",Bemidji State,minneapolis minnesota,"Bemidji State: 35 Henry Johnson - Minneapolis, Minnesota (FR-G)",20172018,-93.2650108,44.977753
2,Nick Rutigliano,FR,D,"Shrewsbury, Massachusetts",Bentley,shrewsbury massachusetts,"Bentley: 02 Nick Rutigliano - Shrewsbury, Massachusetts (FR-D)",20172018,-71.71284709999999,42.2959267
4,Tanner Jago,JR,D,"Brandon, Manitoba",Bentley,brandon manitoba,"Bentley: 04 Tanner Jago - Brandon, Manitoba (JR-D)",20172018,-99.9500904,49.848471
5,Chris Buchanan,SR,D,"San Jose, California",Bentley,san jose california,"Bentley: 05 Chris Buchanan - San Jose, California (SR-D)",20172018,-121.8863286,37.3382082
6,Brendan Hamblet,FR,F,"Hopkinton, Massachusetts",Bentley,hopkinton massachusetts,"Bentley: 06 Brendan Hamblet - Hopkinton, Massachusetts (FR-F)",20172018,-71.5225646,42.22869540000001
9,Ryan McMurphy,SR,F,"Broken Arrow, Oklahoma",Bentley,broken arrow oklahoma,"Bentley: 09 Ryan McMurphy - Broken Arrow, Oklahoma (SR-F)",20172018,-95.7974526,36.060949
12,David Giunta,FR,D,"Lynnfield, Massachusetts",Bentley,lynnfield massachusetts,"Bentley: 12 David Giunta - Lynnfield, Massachusetts (FR-D)",20172018,-71.0465638,42.53869
13,Andrew McDonald,SR,F,"New Brighton, Minnesota",Bentley,new brighton minnesota,"Bentley: 13 Andrew McDonald - New Brighton, Minnesota (SR-F)",20172018,-93.2018908,45.0655212
14,Matt Lombardozzi,FR,D,"Leominster, Massachusetts",Bentley,leominster massachusetts,"Bentley: 14 Matt Lombardozzi - Leominster, Massachusetts (FR-D)",20172018,-71.759794,42.5250906
15,Luke Santerno,FR,F,"Smithers, British Columbia",Bentley,smithers british columbia,"Bentley: 15 Luke Santerno - Smithers, British Columbia (FR-F)",20172018,-127.1685541,54.782355
17,Michael Zuffante,FR,F,"Bloomingdale, Illinois",Bentley,bloomingdale illinois,"Bentley: 17 Michael Zuffante - Bloomingdale, Illinois (FR-F)",20172018,-88.0809036,41.9575285
18,Brett Orr,SO,D,"Elkhorn, Manitoba",Bentley,elkhorn manitoba,"Bentley: 18 Brett Orr - Elkhorn, Manitoba (SO-D)",20172018,-101.2408403,49.9753646
19,Jake Kauppila,SO,F,"Gurnee, Illinois",Bentley,gurnee illinois,"Bentley: 19 Jake Kauppila - Gurnee, Illinois (SO-F)",20172018,-87.90201859999999,42.3702996
20,Kyle Schmidt,SR,F,"Menomonee Falls, Wisconsin",Bentley,menomonee falls wisconsin,"Bentley: 20 Kyle Schmidt - Menomonee Falls, Wisconsin (SR-F)",20172018,-88.1173132,43.1788967
21,Jonathan Desbiens,SO,F,"Montreal, Quebec",Bentley,montreal quebec,"Bentley: 21 Jonathan Desbiens - Montreal, Quebec (SO-F)",20172018,-73.567256,45.5016889
22,Ryner Gorowsky,SO,F,"Lino Lakes, Minnesota",Bentley,lino lakes minnesota,"Bentley: 22 Ryner Gorowsky - Lino Lakes, Minnesota (SO-F)",20172018,-93.0888324,45.1602442
23,Matt Riggleman,SO,F,"Milford, Michigan",Bentley,milford michigan,"Bentley: 23 Matt Riggleman - Milford, Michigan (SO-F)",20172018,-83.6003703,42.5916684
24,Alexey Solovyev,JR,D,"Moscow, Russia",Bentley,moscow russia,"Bentley: 24 Alexey Solovyev - Moscow, Russia (JR-D)",20172018,37.6172999,55.755826
25,Cody DePourcq,JR,F,"Penticton, British Columbia",Bentley,penticton british columbia,"Bentley: 25 Cody DePourcq - Penticton, British Columbia (JR-F)",20172018,-119.5937077,49.4991381
26,Matt Sieckhaus,SR,F,"St. Louis, Missouri",Bentley,st louis missouri,"Bentley: 26 Matt Sieckhaus - St. Louis, Missouri (SR-F)",20172018,-90.19940419999999,38.6270025
28,Charlie Marchand,FR,D,"Calgary, Alberta",Bentley,calgary alberta,"Bentley: 28 Charlie Marchand - Calgary, Alberta (FR-D)",20172018,-114.0708459,51.0486151
29,Jake Bryniarski,JR,G,"Rochester, New York",Bentley,rochester new york,"Bentley: 29 Jake Bryniarski - Rochester, New York (JR-G)",20172018,-77.6088465,43.15657789999999
30,Aidan Pelino,SO,G,"Oakville, Ontario",Bentley,oakville ontario,"Bentley: 30 Aidan Pelino - Oakville, Ontario (SO-G)",20172018,-79.6876659,43.467517
32,Jayson Argue,SR,G,"Swan River, Manitoba",Bentley,swan river manitoba,"Bentley: 32 Jayson Argue - Swan River, Manitoba (SR-G)",20172018,-101.2706212,52.1050923
2,Michael Karow,FR,D,"Green Bay, Wisconsin",Boston College,green bay wisconsin,"Boston College: 02 Michael Karow - Green Bay, Wisconsin (FR-D)",20172018,-88.0132958,44.5133188
3,Luke McInnis,SO,D,"Hingham, Massachusetts",Boston College,hingham massachusetts,"Boston College: 03 Luke McInnis - Hingham, Massachusetts (SO-D)",20172018,-70.889759,42.2418172
5,Casey Fitzgerald,JR,D,"North Reading, Massachusetts",Boston College,north reading massachusetts,"Boston College: 05 Casey Fitzgerald - North Reading, Massachusetts (JR-D)",20172018,-71.0786653,42.5750939
7,Connor Moore,SO,D,"Cumming, Georgia",Boston College,cumming georgia,"Boston College: 07 Connor Moore - Cumming, Georgia (SO-D)",20172018,-84.14019259999999,34.2073196
8,Jesper Mattila,SO,D,"Tampere, Finland",Boston College,tampere finland,"Boston College: 08 Jesper Mattila - Tampere, Finland (SO-D)",20172018,23.7609535,61.4977524
9,Logan Hutsko,FR,F,"Tampa, Florida",Boston College,tampa florida,"Boston College: 09 Logan Hutsko - Tampa, Florida (FR-F)",20172018,-82.4571776,27.950575
12,Mike Booth,SO,F,"Carey, Illinois",Boston College,carey illinois,"Boston College: 12 Mike Booth - Carey, Illinois (SO-F)",20172018,-88.24768499999999,42.21324990000001
14,Zach Walker,SO,F,"Boise, Idaho",Boston College,boise idaho,"Boston College: 14 Zach Walker - Boise, Idaho (SO-F)",20172018,-116.2146068,43.6187102
17,David Cotton,SO,F,"Parker, Texas",Boston College,parker texas,"Boston College: 17 David Cotton - Parker, Texas (SO-F)",20172018,-96.6219376,33.0553975
18,Casey Carreau,FR,F,"Acushnet, Massachusetts",Boston College,acushnet massachusetts,"Boston College: 18 Casey Carreau - Acushnet, Massachusetts (FR-F)",20172018,-70.89523369999999,41.7223696
19,Jacob Tortora,FR,F,"Victor, New York",Boston College,victor new york,"Boston College: 19 Jacob Tortora - Victor, New York (FR-F)",20172018,-77.4088794,42.9825633
20,Mike Merulla,SO,F,"Kennett Square, Pennsylvania",Boston College,kennett square pennsylvania,"Boston College: 20 Mike Merulla - Kennett Square, Pennsylvania (SO-F)",20172018,-75.7116032,39.8467767
21,Christopher Grando,FR,F,"Islip, New York",Boston College,islip new york,"Boston College: 21 Christopher Grando - Islip, New York (FR-F)",20172018,-73.2103934,40.7298207
26,Julius Mattila,SO,F,"Tampere, Finland",Boston College,tampere finland,"Boston College: 26 Julius Mattila - Tampere, Finland (SO-F)",20172018,23.7609535,61.4977524
28,Ron Greco,SO,F,"Philadelphia, Pennsylvania",Boston College,philadelphia pennsylvania,"Boston College: 28 Ron Greco - Philadelphia, Pennsylvania (SO-F)",20172018,-75.1652215,39.9525839
31,Joseph Woll,SO,G,"Dardenne Prairie, Missouri",Boston College,dardenne prairie missouri,"Boston College: 31 Joseph Woll - Dardenne Prairie, Missouri (SO-G)",20172018,-90.72901569999999,38.76949690000001
35,Ryan Edquist,SO,G,"Lakeville, Minnesota",Boston College,lakeville minnesota,"Boston College: 35 Ryan Edquist - Lakeville, Minnesota (SO-G)",20172018,-93.24271999999999,44.6496868
1,Nico Lynch,SO,G,"Barnstable, Massachusetts",Boston University,barnstable massachusetts,"Boston University: 01 Nico Lynch - Barnstable, Massachusetts (SO-G)",20172018,-70.3002024,41.7003208
3,Ty Amonte,FR,F,"Norwell, Massachusetts",Boston University,norwell massachusetts,"Boston University: 03 Ty Amonte - Norwell, Massachusetts (FR-F)",20172018,-70.7927832,42.1615157
4,Brandon Hickey,SR,D,"Leduc, Alberta",Boston University,leduc alberta,"Boston University: 04 Brandon Hickey - Leduc, Alberta (SR-D)",20172018,-113.5502218,53.2580126
7,Chad Krys,SO,D,"Ridgefield, Connecticut",Boston University,ridgefield connecticut,"Boston University: 07 Chad Krys - Ridgefield, Connecticut (SO-D)",20172018,-73.4975412,41.28406349999999
8,Ryan Cloonan,JR,F,"East Longmeadow, Massachusetts",Boston University,east longmeadow massachusetts,"Boston University: 08 Ryan Cloonan - East Longmeadow, Massachusetts (JR-F)",20172018,-72.5125863,42.0645396
10,Gabriel Chabot,SO,F,"Quebec City, Quebec",Boston University,quebec city quebec,"Boston University: 10 Gabriel Chabot - Quebec City, Quebec (SO-F)",20172018,-71.2079809,46.8138783
11,Patrick Curry,SO,F,"Schaumburg, Illinois",Boston University,schaumburg illinois,"Boston University: 11 Patrick Curry - Schaumburg, Illinois (SO-F)",20172018,-88.0834059,42.0333607
15,Shane Bowers,FR,F,"Halifax, Nova Scotia",Boston University,halifax nova scotia,"Boston University: 15 Shane Bowers - Halifax, Nova Scotia (FR-F)",20172018,-63.5752387,44.64876350000001
17,Dante Fabbro,SO,D,"New Westminster, British Columbia",Boston University,new westminster british columbia,"Boston University: 17 Dante Fabbro - New Westminster, British Columbia (SO-D)",20172018,-122.910956,49.2057179
19,Hank Crone,FR,F,"Dallas, Texas",Boston University,dallas texas,"Boston University: 19 Hank Crone - Dallas, Texas (FR-F)",20172018,-96.79698789999999,32.7766642
20,Brien Diffley,SR,D,"Burlington, Massachusetts",Boston University,burlington massachusetts,"Boston University: 20 Brien Diffley - Burlington, Massachusetts (SR-D)",20172018,-71.1956205,42.5047161
21,Patrick Harper,SO,F,"New Canaan, Connecticut",Boston University,new canaan connecticut,"Boston University: 21 Patrick Harper - New Canaan, Connecticut (SO-F)",20172018,-73.4948445,41.146763
22,Jake Witkowski,FR,F,"Melrose, Massachusetts",Boston University,melrose massachusetts,"Boston University: 22 Jake Witkowski - Melrose, Massachusetts (FR-F)",20172018,-71.0661633,42.4584292
23,Drew Melanson,SR,F,"Paramus, New Jersey",Boston University,paramus new jersey,"Boston University: 23 Drew Melanson - Paramus, New Jersey (SR-F)",20172018,-74.0754189,40.9445428
25,David Farrance,FR,D,"Victor, New York",Boston University,victor new york,"Boston University: 25 David Farrance - Victor, New York (FR-D)",20172018,-77.4088794,42.9825633
26,Kasper Kotkansalo,FR,D,"Espoo, Finland",Boston University,espoo finland,"Boston University: 26 Kasper Kotkansalo - Espoo, Finland (FR-D)",20172018,24.6559,60.2054911
27,Brady Tkachuk,FR,F,"St. Louis, Missouri",Boston University,st louis missouri,"Boston University: 27 Brady Tkachuk - St. Louis, Missouri (FR-F)",20172018,-90.19940419999999,38.6270025
29,Jake Oettinger,SO,G,"Lakeville, Minnesota",Boston University,lakeville minnesota,"Boston University: 29 Jake Oettinger - Lakeville, Minnesota (SO-G)",20172018,-93.24271999999999,44.6496868
