Number,Name,Class,Position,Hometown,Team,Simple.Hometown,Label,Season,Lon,Lat
1,Jake Kupsky,JR,G,"Waukesha, Wisconsin",Union,waukesha wisconsin,"Union: 01 Jake Kupsky - Waukesha, Wisconsin (JR-G)",20172018,-88.2314813,43.0116784
2,Taylor Brierley,FR,D,"East Grand Forks, Minnesota",Union,east grand forks minnesota,"Union: 02 Taylor Brierley - East Grand Forks, Minnesota (FR-D)",20172018,-97.00934699999999,47.9311871
4,Joseph Campolieto,FR,D,"Eynon, Pennsylvania",Union,eynon pennsylvania,"Union: 04 Joseph Campolieto - Eynon, Pennsylvania (FR-D)",20172018,-75.5742957,41.4958734
5,Vas Kolias,SO,D,"Schaumburg, Illinois",Union,schaumburg illinois,"Union: 05 Vas Kolias - Schaumburg, Illinois (SO-D)",20172018,-88.0834059,42.0333607
6,Ben Newhouse,SO,D,"Edina, Minnesota",Union,edina minnesota,"Union: 06 Ben Newhouse - Edina, Minnesota (SO-D)",20172018,-93.3499489,44.8896866
7,Brandon Estes,FR,D,"Richardson, Texas",Union,richardson texas,"Union: 07 Brandon Estes - Richardson, Texas (FR-D)",20172018,-96.7298519,32.9483335
8,Anthony Rinaldi,SO,F,"Montreal, Quebec",Union,montreal quebec,"Union: 08 Anthony Rinaldi - Montreal, Quebec (SO-F)",20172018,-73.567256,45.5016889
10,Ryan Burton,SO,F,"Thunder Bay, Ontario",Union,thunder bay ontario,"Union: 10 Ryan Burton - Thunder Bay, Ontario (SO-F)",20172018,-89.2476823,48.3808951
11,Mark Dufour,JR,F,"Winthrop, Maine",Union,winthrop maine,"Union: 11 Mark Dufour - Winthrop, Maine (JR-F)",20172018,-69.9769721,44.3050332
13,Zachary Emelifeonwu,SO,F,"Kingston, Ontario",Union,kingston ontario,"Union: 13 Zachary Emelifeonwu - Kingston, Ontario (SO-F)",20172018,-76.4859544,44.2311717
15,Jack Adams,FR,F,"Boxford, Massachusetts",Union,boxford massachusetts,"Union: 15 Jack Adams - Boxford, Massachusetts (FR-F)",20172018,-70.996726,42.6611604
16,Luc Brown,SO,F,"Napanee, Ontario",Union,napanee ontario,"Union: 16 Luc Brown - Napanee, Ontario (SO-F)",20172018,-76.964306,44.2148382
18,Brett Supinski,JR,F,"Collegeville, Pennsylvania",Union,collegeville pennsylvania,"Union: 18 Brett Supinski - Collegeville, Pennsylvania (JR-F)",20172018,-75.451571,40.1856597
22,Connor Light,SR,D,"Sudbury, Massachusetts",Union,sudbury massachusetts,"Union: 22 Connor Light - Sudbury, Massachusetts (SR-D)",20172018,-71.4161725,42.3834278
23,Tyler Hynes,SR,F,"Guiderland, New York",Union,guiderland new york,"Union: 23 Tyler Hynes - Guiderland, New York (SR-F)",20172018,-73.9116433,42.7043568
25,Ryan Walker,JR,F,"Spotswood, New Jersey",Union,spotswood new jersey,"Union: 25 Ryan Walker - Spotswood, New Jersey (JR-F)",20172018,-74.3984834,40.391774
28,Parker Foo,FR,F,"Edmonton, Alberta",Union,edmonton alberta,"Union: 28 Parker Foo - Edmonton, Alberta (FR-F)",20172018,-113.4909267,53.544389
33,Joe Young,JR,G,"Hanson, Massachusetts",Union,hanson massachusetts,"Union: 33 Joe Young - Hanson, Massachusetts (JR-G)",20172018,-70.8800187,42.0751892
1,Tyler Harmon,FR,G,"Ramsey, New Jersey",Vermont,ramsey new jersey,"Vermont: 01 Tyler Harmon - Ramsey, New Jersey (FR-G)",20172018,-74.1409771,41.0573188
5,Christian Evers,FR,D,"Waukee, Iowa",Vermont,waukee iowa,"Vermont: 05 Christian Evers - Waukee, Iowa (FR-D)",20172018,-93.8855768,41.6119903
6,Vlad Dzhioshvili,FR,F,"Moscow, Russia",Vermont,moscow russia,"Vermont: 06 Vlad Dzhioshvili - Moscow, Russia (FR-F)",20172018,37.6172999,55.755826
7,Liam Coughlin,JR,F,"South Boston, Massachusetts",Vermont,south boston massachusetts,"Vermont: 07 Liam Coughlin - South Boston, Massachusetts (JR-F)",20172018,-71.0475773,42.3381437
11,Conor O'Neil,JR,F,"Hummelstown, Pennsylvania",Vermont,hummelstown pennsylvania,"Vermont: 11 Conor O'Neil - Hummelstown, Pennsylvania (JR-F)",20172018,-76.7083033,40.2653681
13,Bryce Misley,FR,F,"Toronto, Ontario",Vermont,toronto ontario,"Vermont: 13 Bryce Misley - Toronto, Ontario (FR-F)",20172018,-79.3831843,43.653226
14,Ace Cowans,FR,F,"Beverly, Massachusetts",Vermont,beverly massachusetts,"Vermont: 14 Ace Cowans - Beverly, Massachusetts (FR-F)",20172018,-70.880049,42.5584283
15,Corey Moriarty,SO,D,"Estero, Florida",Vermont,estero florida,"Vermont: 15 Corey Moriarty - Estero, Florida (SO-D)",20172018,-81.8067523,26.438136
17,Craig Puffer,JR,F,"New Canaan, Connecticut",Vermont,new canaan connecticut,"Vermont: 17 Craig Puffer - New Canaan, Connecticut (JR-F)",20172018,-73.4948445,41.146763
19,Jarrid Privitera,SR,F,"Old Tappan, New Jersey",Vermont,old tappan new jersey,"Vermont: 19 Jarrid Privitera - Old Tappan, New Jersey (SR-F)",20172018,-73.99124929999999,41.010653
22,Alex Esposito,FR,F,"West Haven, Connecticut",Vermont,west haven connecticut,"Vermont: 22 Alex Esposito - West Haven, Connecticut (FR-F)",20172018,-72.9469711,41.2705484
23,Rob Darrar,SR,F,"Monroe Township, New Jersey",Vermont,monroe township new jersey,"Vermont: 23 Rob Darrar - Monroe Township, New Jersey (SR-F)",20172018,-74.43304739999999,40.336419
25,Matt Alvaro,SO,F,"Toronto, Ontario",Vermont,toronto ontario,"Vermont: 25 Matt Alvaro - Toronto, Ontario (SO-F)",20172018,-79.3831843,43.653226
6,Corey Schueneman,JR,D,"Milford, Michigan",Western Michigan,milford michigan,"Western Michigan: 06 Corey Schueneman - Milford, Michigan (JR-D)",20172018,-83.6003703,42.5916684
7,Carson Vance,FR,D,"Tempe, Arizona",Western Michigan,tempe arizona,"Western Michigan: 07 Carson Vance - Tempe, Arizona (FR-D)",20172018,-111.9400054,33.4255104
9,Dawson DiPietro,SO,F,"Medina, Ohio",Western Michigan,medina ohio,"Western Michigan: 09 Dawson DiPietro - Medina, Ohio (SO-F)",20172018,-81.8552196,41.143245
10,Lawton Courtnall,SO,F,"Westlake Village, California",Western Michigan,westlake village california,"Western Michigan: 10 Lawton Courtnall - Westlake Village, California (SO-F)",20172018,-118.8073729,34.1466467
13,Neal Goff,SR,D,"Stillwater, Minnesota",Western Michigan,stillwater minnesota,"Western Michigan: 13 Neal Goff - Stillwater, Minnesota (SR-D)",20172018,-92.80884429999999,45.056004
14,Jade McMullen,JR,F,"Fort St. John, British Columbia",Western Michigan,fort st john british columbia,"Western Michigan: 14 Jade McMullen - Fort St. John, British Columbia (JR-F)",20172018,-120.846409,56.252423
15,Scott Moldenhauer,SR,D,"Oak Ridge, North Carolina",Western Michigan,oak ridge north carolina,"Western Michigan: 15 Scott Moldenhauer - Oak Ridge, North Carolina (SR-D)",20172018,-79.98892769999999,36.1734694
17,Wade Allison,SO,F,"Myrtle, Manitoba",Western Michigan,myrtle manitoba,"Western Michigan: 17 Wade Allison - Myrtle, Manitoba (SO-F)",20172018,-97.83762399999999,49.354031
18,Brett Van Os,FR,F,"St. Albert, Alberta",Western Michigan,st albert alberta,"Western Michigan: 18 Brett Van Os - St. Albert, Alberta (FR-F)",20172018,-113.625642,53.6304753
19,Lukas Samuelsson,FR,F,"Voorhees, New Jersey",Western Michigan,voorhees new jersey,"Western Michigan: 19 Lukas Samuelsson - Voorhees, New Jersey (FR-F)",20172018,-74.961517,39.8519447
21,Josh Passolt,FR,F,"Hayward, Wisconsin",Western Michigan,hayward wisconsin,"Western Michigan: 21 Josh Passolt - Hayward, Wisconsin (FR-F)",20172018,-91.4846208,46.0130065
22,Austin Rueschhoff,FR,F,"Wentzville, Missouri",Western Michigan,wentzville missouri,"Western Michigan: 22 Austin Rueschhoff - Wentzville, Missouri (FR-F)",20172018,-90.8529107,38.81144
23,Paul Washe,FR,F,"Clarkson, Michigan",Western Michigan,clarkson michigan,"Western Michigan: 23 Paul Washe - Clarkson, Michigan (FR-F)",20172018,-83.4192941,42.7351196
25,Richard Zehnal,JR,F,"Pardubice, Czech Republic",Western Michigan,pardubice czech republic,"Western Michigan: 25 Richard Zehnal - Pardubice, Czech Republic (JR-F)",20172018,15.7811994,50.0343092
26,Ethen Frank,FR,F,"Papillion, Nebraska",Western Michigan,papillion nebraska,"Western Michigan: 26 Ethen Frank - Papillion, Nebraska (FR-F)",20172018,-96.0422378,41.1544432
27,Cam Orchard,FR,F,"Middleville, Michigan",Western Michigan,middleville michigan,"Western Michigan: 27 Cam Orchard - Middleville, Michigan (FR-F)",20172018,-85.4619599,42.7130889
28,Cam Lee,SO,D,"Ferguson's Cove, Nova Scotia",Western Michigan,fergusons cove nova scotia,"Western Michigan: 28 Cam Lee - Ferguson's Cove, Nova Scotia (SO-D)",20172018,-63.5622237,44.5960693
31,Will Massey,JR,G,"Penfield, New York",Western Michigan,penfield new york,"Western Michigan: 31 Will Massey - Penfield, New York (JR-G)",20172018,-77.475551,43.1303407
33,Ben Blacker,SO,G,"Oakville, Ontario",Western Michigan,oakville ontario,"Western Michigan: 33 Ben Blacker - Oakville, Ontario (SO-G)",20172018,-79.6876659,43.467517
1,Jack Berry,SO,G,"Holly, Michigan",Wisconsin,holly michigan,"Wisconsin: 01 Jack Berry - Holly, Michigan (SO-G)",20172018,-83.6277255,42.7919727
2,Wyatt Kalynuk,FR,D,"Virden, Manitoba",Wisconsin,virden manitoba,"Wisconsin: 02 Wyatt Kalynuk - Virden, Manitoba (FR-D)",20172018,-100.9325285,49.8486678
5,Tyler Inamoto,FR,D,"Barrington, Illinois",Wisconsin,barrington illinois,"Wisconsin: 05 Tyler Inamoto - Barrington, Illinois (FR-D)",20172018,-88.1361888,42.1539141
6,Peter Tischke,JR,D,"Hinsdale, Illinois",Wisconsin,hinsdale illinois,"Wisconsin: 06 Peter Tischke - Hinsdale, Illinois (JR-D)",20172018,-87.9370052,41.8008642
7,Jake Bunz,JR,D,"Middleton, Wisconsin",Wisconsin,middleton wisconsin,"Wisconsin: 07 Jake Bunz - Middleton, Wisconsin (JR-D)",20172018,-89.5042876,43.09721740000001
8,Jarod Zirbel,JR,F,"Green Bay, Wisconsin",Wisconsin,green bay wisconsin,"Wisconsin: 08 Jarod Zirbel - Green Bay, Wisconsin (JR-F)",20172018,-88.0132958,44.5133188
10,Jake Linhart,SR,D,"Brookfield, Wisconsin",Wisconsin,brookfield wisconsin,"Wisconsin: 10 Jake Linhart - Brookfield, Wisconsin (SR-D)",20172018,-88.1064787,43.0605671
11,Dan Labosky,JR,F,"Edina, Minnesota",Wisconsin,edina minnesota,"Wisconsin: 11 Dan Labosky - Edina, Minnesota (JR-F)",20172018,-93.3499489,44.8896866
12,Oscar Skiold,FR,F,"Stockholm, Sweden",Wisconsin,stockholm sweden,"Wisconsin: 12 Oscar Skiold - Stockholm, Sweden (FR-F)",20172018,18.0685808,59.32932349999999
13,Ryan Wagner,SR,F,"Park Ridge, Illinois",Wisconsin,park ridge illinois,"Wisconsin: 13 Ryan Wagner - Park Ridge, Illinois (SR-F)",20172018,-87.84061919999999,42.0111412
14,JD Greenway,SO,D,"Canton, New York",Wisconsin,canton new york,"Wisconsin: 14 JD Greenway - Canton, New York (SO-D)",20172018,-75.1690942,44.5956163
15,Matthew Freytag,JR,F,"Wayzata, Minnesota",Wisconsin,wayzata minnesota,"Wisconsin: 15 Matthew Freytag - Wayzata, Minnesota (JR-F)",20172018,-93.5066217,44.97413
16,Tarek Baker,FR,F,"Verona, Wisconsin",Wisconsin,verona wisconsin,"Wisconsin: 16 Tarek Baker - Verona, Wisconsin (FR-F)",20172018,-89.53317729999999,42.990831
17,Will Johnson,JR,F,"Santa Barbara, California",Wisconsin,santa barbara california,"Wisconsin: 17 Will Johnson - Santa Barbara, California (JR-F)",20172018,-119.6981901,34.4208305
